"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",108.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",110.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",132.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",137.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",108,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",108.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",107.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",125.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",142.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",104.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",105.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",116.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",115.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",126.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",137.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",102.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",103.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",111.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",122.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",126.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",113.6,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",111.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",115.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",128,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",135.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",108.8,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",112.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",112.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",111.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",112.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",119.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",107.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",111.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",111.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",114.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",116.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",110.6,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",111,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",111.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",113.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_I","Wholesale and retail trade; transportation; accommodation and food service activities","D","Deflator","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",122.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",98.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",99.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",99.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",101.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",102,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",102.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",98.4,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",100.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",101.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",101.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",101.6,"P","Provisional"
